Polarity,Tweet
Positive,@viveksingh Umm ..well ..Its better than being ANYWHERE else!!  (wide grin)       
Positive,@xRawrxx so thats because of me?          
Positive,@rachmurrayX @cazob  need to talk to use about the pictures later          
Positive,@rileymagnus Ooooh! That would be a wonderful turn of events!  Good luck!          
Positive,Is watching the hills and just started dancing and having a lil rave cos MISS ASHLEY TISDALE CAME ON ITS ALRIGHT ITS OK WHOO         
Positive,Goin  a run!  love runnin at nite in the dark  except when theres people creepin! lol  hope your nights goin well &amp; ya sleep tight!         
Positive,On my way to Cali with my Stuco family! Anaheim here I come!   I miss Carson  Im having seperation anxiety!        
Positive,Just left the mountains          
Positive,@lpants finally got one!! still learnin how to do this tho!!!          
Positive,@flome thx  yeah this makes sense  but finally i know how i can save everything with allmenu ...        
Positive,@MyLivinDelite  ahah..yeah  thanks. better next time.         
Positive,@ShayyyG I love your pic!          
Positive,goin  have mor chese its but i wnt pizza but if i cook pizza ill burn it n set da alarm off again so ill stick  hot cheese its yummy          
Positive,I did it - I finished my art thing          
Positive,cant wait for schools out party !!  gna be grt-th june...what r u guys doin?? any plans?         
Positive,@cavcopy nicely played  sir.         
Positive,@JoelMadden whens the party?..          
Positive,ahahaha mcfly - obviously are on. old  tuuuuuunee          
Positive,@Kate_Chile goodnight dear          
Positive,Getting ready for church...and breakfast after          
Positive,@stevesimon  hello please let me know if you have any questions about the camera slinger i would be happy to help U          
Positive,@ZFGokuSSJ Yeah I know  I was attempting to get a little more conversation out of @marty_k thats all         
Positive,@mileycyrus  Awww. i bet they miss you too.          
Positive,rubbish day of revision ..  but Take That in  days !!          
Positive,the party is still going on.          
Positive,@ButchtasticKyle in terms of u/s  yes boring is good         
Positive,@hiimalice lol  nooo i just found out his name recently lol         
Positive,back from the gig. thank u for all the sweet people at ahaiem garden walk. the friendly helpful security guys and audiences.          
Positive,@itouchrevr cool  i hope i get it         
Positive,@JTSpurs @steamrunner  Looks like we are coming round to yours then          
Positive,i dont know why but i feel happy now          
Positive,@greeneash go go!!          
Positive,work until .  hungry.  i love mono          
Positive,just woke up  photographing kym today  then going to kaits housee  Shopp tommarowww&lt; still didnt find my lenss D:        
Positive,@eston id love an invite. sounds a whole lot more fun that facebooks farmtown.          
Positive,Has an amazing sun tan and is VERY pleased  x         
Positive,@Carly_B Hahahaha if I go with you and Craig  I get triple the soup  We have instant miso soup at home too lol        
Positive,@BoxRoom Aye.  It made me chuckle when the Doctor described himself as a &quot;general busybody&quot;. Also  croc aliens are cool.        
Positive,Hey @robluketic &quot;keep clear&quot;   (robluketic live &gt; http://ustre.am/wv)         
Positive,@TheRyGuy I enjoy it  Way shorter than the full name         
Positive,@ashleytisdale and germandy love youuu  hope we can see you soon &lt;         
Positive,Alex makes my life so much better.          
Positive,Off to get some work done. Happy Monday          
Positive,is on her weekly shopping spree at the block  busing to photostickers with her cos  and then off to westminster mall. what a day!        
Positive,I love my mommy          
Positive,@Bibliopet Good luck with BIBLIOPET  Your business baby         
Positive,@ausi I like the new name...weve moved on from #NET after all. Have a great evening          
Positive,@nettieG btw  I like that idea         
Positive,Writing the second chapter of my story...          
Positive,@mzdiva if you like  laugh..have a good time..follow me..its just that simple          
Positive,Idriss Elba aka Stringer Bell from The Wire is heavy - genuine nice guy  genuine wicked DJ  hooray!!        
Positive,@PinkBerryGirl Lol Nah it way to far  Im doing great here we just arrive from the mall to get some stuff  How about you?        
Positive,Good Morning my friends!          
Positive,lol at nearly a whole page of me and @TessAaaaah tweeting          
Positive,listening to josh thomas and friend          
Positive,slowly mellowing out from my energy drink/monday AM high.  enjoi. im off to charlottesville.  ? http://blip.fm/~jj         
Positive,@imsoapee Hang in there. I can be there in about three more hours.          
Positive,@tsarnick No straw but thanks for the set of twins!          
Positive,In the end all things seem work them selfs out          
Positive,@kimberlaaaay its okay babybaby!&lt; next year next year          
Positive,beginning  save my money  get a Mustang. If any would like  contribute to the get James Wong a Ford Mustang  id gladly appreciate it         
Positive,@raihanamcfly i missed it on tv! but i watched online!!! gosh  korean sounds nice! and the guys are sooooo gd looking         
Positive,Time to make the coffeeeeee and look for my sister &amp; fam in the Today Show crowd in NYC ...           
Positive,@ElizaPatricia congrats on season  of Dollhouse! Woot          
Positive,@pavliuts No  The scene where the Spocks met.         
Positive,wt!  NCSU Web Dev representing on twitter   Follow us for updates from the Ning site!         
Positive,@Aboy i.m with u on the internet surfing part lol but we.re drinking          
Positive,@tayswift im going to indiana in july!  so excited never been there before         
Positive,Is your own personal night owl.          
Positive,http://www.wolframalpha.com/ released!          
Positive,@Ohaaaaaaaaa qud  what r u doinq so feines xDDD         
Positive,going to get ready to go to the football now          
Positive,@MandyyJirouxx try nordstorms cafe romas tomato basil soup  its......  A-M-A-Z-I-N-G!! P.S PLZ MAKE A NEW MILEY AND MANDY SHOW EPISODE!!         
Positive,i have a pimple on my nose. its either dirt/oil clogged my pores or someone likes me.. im gonna go w/ someone likes me! hahahah          
Positive, million hits: http://bit.ly/skeGd. Probably not shot with a D Mark II          
Positive,Just got to the Ramada          
Positive,Hey will @mr_billiam its @sammutimer tweeting from @UBank account! Aka nab bank!          
Positive,@maadonna if you dont find anyone in Canberra that wants it Ill be happy to pay for shipping!          
Positive,@COCathCon I know  I know - same here. You can buy American or ........         
Positive,macaroni and hotdogs...best combo ever!! yummy!          
Positive,Sunday... day off          
Positive,@lilyroseallen I wished you wouldve signed my CD tonight. Thanks for talking to us for a bit outside the window. Greaaat show          
Positive,@MollieOfficial Guess Ill be seeing you tonight then... so excited          
Positive,@gishgish I aim to please          
Positive,@Rachealblack I have date          
Positive,Just got back from the movies with madi... pretty fun night          
Positive,@davinington Ya that was MY SONG last summer  i was riding that shit eeeeeverywhere! lol but what you know Wayne?         
Positive,@theataris heard that youre coming to panama yay          
Positive,@Ali_Davis Im happy for you that it went well!  lucky students! Hope you teach another one at some point.          
Positive,i am new          
Positive,@fischi Yeah! U really should do that!          
Positive,@emilychang Im interested in the wedding planning part. heh Do tell!          
Positive,@daNanner waving the hey gurl dont-be-either-wave to daNanner          
Positive,after church.. gonna enjoy this day wit family.. God bless you all!          
Positive,@drozanc @wm_hofrichter anyy weekends u guys go home let me kno  cuzz im coming with  kkkkkkkkkkkkkkkbye.        
